date,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
8270822e,17.0,16.1,16.0,17.7,13.0,2.8,3.2,1.4,1.9,0.9,12.8,13.4,7.7,7.9,6.6,4,4,6,6,4,24.7,25.1,22.6,24.4,20.3,7.7,7.0,3.5,4.7,2.9,4,6,6,6,4,1015.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.0,6.3,9.3,12.3,4.9,0.0,0.0,0.0,0.0,0.0
83c09fb8,21.6,21.4,20.5,21.3,18.3,1.6,1.9,0.6,1.0,0.4,5.8,10.9,4.5,5.3,2.9,6,4,7,0,1,24.9,26.8,24.4,24.3,21.6,4.2,5.9,1.5,2.9,1.8,6,4,2,2,4,1014.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.6,19.8,18.6,18.6,15.1,36.0,12.0,26.5,22.0,30.5
84124874,2.1,1.7,3.3,1.7,-1.3,1.7,3.4,0.9,0.5,0.5,6.7,10.9,5.7,2.0,3.1,2,2,0,2,5,4.4,3.0,6.4,3.7,0.5,4.3,6.6,2.0,1.6,1.6,7,2,0,2,5,1010.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.2,0.0,-1.2,0.4,-4.4,0.0,0.0,0.0,6.5,3.0
864cf355,2.2,1.2,1.1,1.7,-0.4,1.4,1.3,1.0,0.7,1.0,9.1,4.8,5.4,5.0,6.5,3,6,6,7,7,10.5,10.2,9.7,11.2,7.0,5.6,3.1,2.5,3.1,2.8,3,2,6,6,3,1019.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.3,-4.9,-3.7,-4.3,-6.6,0.0,0.0,0.0,0.0,0.0
86d2e0e0,15.9,16.0,13.8,14.8,13.6,2.4,5.1,0.4,0.6,0.6,7.7,13.5,3.9,2.5,11.6,6,4,6,0,1,19.4,19.2,17.3,16.7,17.7,5.1,7.7,1.6,1.8,3.3,7,6,5,2,3,1003.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.1,12.0,11.2,12.8,9.7,25.5,26.5,39.5,18.0,50.0
86dc4d04,25.1,23.5,21.9,25.1,20.1,2.7,1.7,0.4,1.0,0.5,9.2,9.7,3.9,3.8,5.3,7,6,2,6,2,29.7,27.7,25.0,31.3,25.1,5.7,5.2,1.5,2.2,1.9,7,6,2,2,1,1007.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.4,18.7,19.0,20.4,14.4,0.0,1.0,0.5,0.0,1.0
87a8aa95,17.9,16.5,16.9,18.7,15.0,1.2,1.6,0.9,0.9,0.3,4.4,5.3,4.5,4.5,3.1,2,1,2,6,4,20.3,18.4,19.3,21.4,17.7,3.1,3.0,1.9,2.5,1.7,2,2,2,6,4,1019.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.6,14.6,15.1,16.3,13.0,1.0,1.5,3.0,1.5,1.0
880677c8,23.5,22.3,21.8,22.3,20.2,1.5,1.6,0.4,0.9,0.5,4.5,8.2,2.9,6.3,6.3,6,6,7,0,1,27.5,25.0,26.0,25.9,23.5,2.9,4.7,1.1,2.6,2.1,7,4,0,0,3,1008.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.9,19.0,20.0,20.2,17.6,1.5,4.0,11.5,0.5,5.0
8810a586,21.4,20.5,20.7,20.7,19.3,3.5,3.8,1.0,1.1,1.4,12.1,19.3,9.5,8.5,11.0,6,4,6,3,1,25.6,24.4,22.9,24.7,22.4,7.1,8.8,2.6,4.5,4.3,6,4,6,7,1,1003.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.9,16.3,16.7,17.5,14.8,47.5,54.5,75.5,97.5,106.0
885f4e4b,21.5,20.4,19.1,21.3,17.6,2.0,3.1,1.1,1.0,0.7,8.0,10.0,6.3,7.2,5.5,3,2,6,6,7,28.3,26.1,26.3,29.4,25.4,5.7,6.2,2.5,4.3,2.1,3,2,6,6,6,995.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.5,16.5,14.1,16.5,11.6,0.5,0.0,0.0,1.5,0.5
88bd5115,27.8,26.7,26.0,27.7,24.0,2.2,2.0,1.0,1.4,0.7,9.5,10.3,6.5,7.3,5.1,4,5,6,6,4,35.8,35.8,34.1,36.8,32.1,5.9,6.8,2.5,3.7,2.5,4,5,6,6,4,1000.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.0,22.2,21.7,22.8,18.5,0.0,15.0,0.0,0.0,0.0
89307753,24.4,23.7,22.3,23.3,20.1,2.5,2.7,0.4,0.8,0.5,7.7,11.3,3.7,3.2,5.0,6,6,6,2,1,27.4,26.7,25.5,27.5,24.2,5.4,7.2,1.6,2.3,2.1,6,6,6,2,1,1008.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.5,20.4,20.5,21.3,17.2,0.0,0.0,6.0,1.5,3.0
8976e1cb,13.9,13.4,11.7,15.1,10.1,4.3,3.2,0.9,2.0,1.4,18.3,17.0,7.5,12.2,11.1,6,6,6,6,7,21.3,21.5,19.6,22.4,17.5,10.5,9.4,3.0,6.5,3.9,6,6,6,6,3,1001.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.7,8.3,7.5,8.4,3.9,1.5,2.0,3.0,0.0,1.5
897ed03d,10.5,10.0,8.4,10.0,8.6,2.2,4.2,0.7,1.2,0.9,7.2,16.4,5.6,4.3,8.7,7,4,2,2,3,14.3,13.8,10.6,12.9,13.4,4.6,9.6,2.1,2.6,3.3,7,6,2,2,1,1012.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.6,4.1,5.7,5.6,1.7,26.5,12.0,52.5,28.0,71.0
89a15523,4.8,3.7,3.7,4.9,2.0,2.0,2.6,1.1,1.0,0.8,9.3,11.7,5.9,6.8,6.9,6,4,6,6,4,15.0,14.0,12.9,15.6,10.9,5.3,6.6,2.6,4.6,2.8,6,4,6,6,6,1022.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.3,-6.8,-2.4,-3.6,-5.9,0.0,0.5,1.0,1.0,3.0
89d5b91d,22.8,22.2,21.7,22.3,20.2,1.7,1.9,0.3,1.1,0.5,7.1,10.1,3.2,3.9,5.8,3,6,6,2,4,26.1,25.3,24.9,26.3,24.5,5.0,5.0,1.1,2.6,2.2,3,6,0,2,4,1006.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.0,20.5,20.5,20.1,17.8,45.5,19.0,56.0,57.5,37.5
89e01515,19.3,18.4,17.5,19.4,14.8,1.7,3.1,0.9,1.2,0.7,10.1,10.8,6.2,5.7,4.5,2,2,6,6,4,26.6,24.4,24.5,27.6,23.3,6.2,6.8,2.3,3.6,2.2,2,2,6,6,4,1008.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.3,15.1,14.2,13.9,9.9,0.0,0.0,0.0,0.0,0.0
8a5715f4,22.5,21.3,19.2,22.5,18.0,2.0,1.9,1.0,1.2,0.5,7.8,9.8,6.1,6.1,5.0,7,2,7,6,7,28.9,27.6,26.5,28.6,24.7,5.2,6.2,2.3,3.8,1.9,7,2,6,6,3,998.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.0,16.6,14.8,17.1,13.0,0.0,0.0,3.0,0.0,0.0
8bb09260,18.8,18.9,18.0,19.1,15.0,1.3,2.7,1.1,0.9,0.6,5.3,11.2,5.9,4.4,4.3,7,2,1,6,4,27.0,25.5,25.7,27.3,22.6,3.9,6.5,2.0,2.5,2.2,7,2,6,6,4,1006.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.2,13.3,13.4,14.8,8.9,0.0,0.0,0.0,0.0,0.0
8c46415b,14.9,13.7,13.8,15.6,11.5,1.6,2.0,0.9,1.1,0.5,6.0,7.7,6.2,5.5,5.0,0,2,3,6,6,20.7,19.7,20.6,22.4,18.2,4.1,4.9,2.5,3.3,2.3,5,2,6,6,6,1015.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.8,9.7,9.6,12.0,5.8,0.0,0.0,0.0,0.0,0.5
8c550be9,20.8,18.5,18.7,21.5,16.2,2.3,3.6,1.1,1.5,0.8,11.0,9.2,6.2,7.9,4.9,0,2,6,6,4,27.1,24.3,26.5,28.8,23.4,6.0,6.3,2.5,4.6,2.6,2,2,6,6,4,1009.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.0,14.3,14.0,17.5,11.0,0.0,0.0,0.0,0.0,0.0
8c74a7e8,21.1,20.7,19.7,21.2,16.8,2.8,2.6,1.1,1.9,0.7,11.4,10.0,7.1,8.2,6.1,4,6,6,6,3,28.1,28.0,26.1,28.1,24.3,7.6,5.9,2.7,4.9,2.8,5,6,6,6,3,1015.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.9,13.9,13.2,14.2,9.8,0.0,0.0,0.0,0.0,0.0
8d047669,9.7,8.4,7.8,9.9,6.6,1.8,2.1,0.6,0.8,0.6,7.3,10.5,3.9,4.5,8.3,2,2,2,2,3,15.6,11.6,12.1,15.3,12.5,4.8,6.3,1.7,2.3,3.2,6,2,0,2,3,1009.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.2,2.9,2.5,7.4,0.0,1.0,2.0,6.5,0.5,4.0
8d150259,16.1,15.4,14.3,16.7,12.7,2.4,2.2,1.4,1.2,1.4,11.6,9.5,7.3,8.6,9.0,7,5,6,6,7,25.9,24.7,24.5,27.8,21.9,8.1,5.3,2.7,4.7,3.5,7,3,6,6,3,1009.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.3,5.1,6.2,6.2,3.9,0.0,0.0,0.0,0.0,0.0
8d89c388,18.6,17.6,16.5,19.0,14.4,1.9,2.0,0.9,1.0,0.6,8.8,9.1,5.6,5.2,6.9,3,6,6,6,3,25.1,25.4,24.4,25.5,22.2,6.3,5.4,2.3,2.8,2.1,3,6,6,6,6,1012.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.7,13.5,12.4,15.9,9.8,0.0,0.0,0.0,0.0,0.0
8e16c62e,10.9,9.6,9.7,11.8,7.3,1.2,1.2,1.0,0.9,0.5,5.2,4.7,6.7,4.4,3.5,2,3,2,6,4,15.1,15.7,15.5,15.0,13.1,3.8,2.8,2.1,2.8,1.9,2,3,1,6,4,1020.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.0,4.9,6.4,9.0,2.9,0.0,0.0,0.0,0.0,0.0
8e19dc3c,9.8,9.3,7.7,9.8,6.0,3.1,3.8,1.5,1.6,1.3,13.6,16.9,9.0,9.8,8.3,7,4,6,6,4,18.9,19.0,17.2,19.7,14.6,8.9,9.9,3.7,5.1,3.7,7,4,6,6,4,1002.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.4,-2.3,-0.5,0.5,-2.7,0.0,0.0,0.0,0.0,0.0
8f76c8ec,5.6,4.5,5.1,6.3,2.7,1.8,2.4,0.8,0.9,0.6,14.5,15.2,8.1,10.4,6.2,6,6,7,7,6,12.6,12.2,11.2,12.8,9.3,9.1,10.5,3.3,5.5,2.6,6,6,6,7,5,1010.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.6,0.3,1.9,3.1,-0.3,5.5,1.0,7.5,7.5,10.0
8f7f8c8e,12.2,11.9,10.7,12.9,8.2,2.6,2.8,1.4,1.9,0.9,14.2,12.1,7.6,8.7,7.4,4,5,6,6,6,21.8,21.9,20.9,22.6,18.9,7.6,7.1,3.0,5.1,3.0,5,4,6,6,4,1007.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.3,1.1,1.4,3.2,-1.4,0.0,0.0,0.0,0.0,0.0
90b49549,9.6,8.8,8.4,10.1,6.5,1.5,1.5,1.3,1.0,0.6,8.4,6.9,7.9,5.2,4.7,4,6,3,6,4,18.6,18.3,18.2,17.5,15.8,6.8,4.1,2.8,3.5,2.2,6,6,3,6,5,1023.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.9,1.1,3.2,4.9,-0.1,0.0,0.0,0.0,0.0,0.0
92b63a17,0.1,-0.2,-1.1,0.5,-4.0,4.8,3.6,1.0,1.3,2.4,20.0,15.7,8.4,9.1,13.8,7,6,5,6,3,5.1,5.0,4.2,4.5,1.8,11.6,7.3,2.8,4.5,4.4,7,3,5,6,3,1001.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.6,-4.0,-3.6,-2.5,-5.8,1.0,0.5,2.5,3.5,8.5
93dcaa7b,9.4,9.1,9.2,10.8,6.5,2.6,2.7,1.5,2.0,1.3,12.7,10.5,7.5,9.4,7.9,7,6,6,6,6,19.2,18.9,17.5,19.5,15.9,8.5,6.5,3.3,5.1,3.3,3,6,6,6,4,1011.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.0,-1.2,1.6,3.2,-1.6,0.0,0.0,0.0,1.0,1.0
95f8a681,11.0,10.1,10.3,11.4,7.7,1.2,1.4,0.9,1.4,0.4,5.5,6.5,5.6,7.9,5.5,5,2,6,6,5,16.4,15.3,16.0,17.4,13.1,3.7,4.0,2.4,4.4,1.7,5,2,6,6,3,1015.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.1,5.1,6.5,8.0,4.7,1.0,0.5,0.5,1.5,3.0
965089a7,13.6,12.6,11.9,13.8,9.7,1.4,1.5,1.0,1.1,0.6,8.0,8.8,5.0,6.3,4.2,6,4,1,6,6,20.8,19.6,19.6,22.0,17.6,5.4,3.7,1.9,3.9,1.5,6,6,6,6,6,1014.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.1,7.8,8.2,9.8,5.6,0.0,0.0,0.0,0.0,0.0
971bea50,11.9,11.5,10.4,12.2,8.5,1.2,1.1,0.9,0.9,0.7,6.4,6.9,6.0,4.6,4.9,6,2,7,6,6,16.5,17.3,16.7,17.6,17.0,4.5,3.3,1.8,2.7,2.3,6,2,0,6,4,1012.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.4,7.2,6.4,8.4,2.8,0.0,0.0,0.0,0.0,0.0
980bc1cc,27.3,27.0,25.4,25.4,22.7,2.2,1.7,0.9,1.1,0.7,8.9,8.2,6.5,6.3,8.1,6,4,6,7,6,34.1,34.1,31.8,34.6,29.1,6.2,4.1,2.6,3.7,2.6,6,4,6,6,6,1007.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.3,22.2,20.9,20.3,17.9,0.0,0.0,0.0,0.0,0.0
987963cf,12.0,11.3,10.1,12.0,7.9,2.9,2.7,1.0,1.6,1.2,12.4,10.4,7.5,8.4,7.4,6,1,6,6,3,19.6,18.9,19.3,20.5,15.7,8.8,6.3,2.9,5.2,3.9,6,1,6,6,3,1007.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.6,6.3,3.7,5.8,1.3,0.0,0.0,1.0,1.0,0.5
9893e8c9,6.5,5.5,6.1,7.1,5.1,1.2,0.9,1.0,0.9,0.8,7.7,3.5,5.5,3.5,8.0,4,1,3,6,3,12.5,11.9,12.0,14.0,14.4,5.5,2.4,2.1,2.5,2.7,4,2,2,2,3,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.1,-0.7,1.8,1.4,-1.7,0.0,0.0,0.0,0.0,0.0
98f859ee,19.7,19.7,19.0,19.7,16.4,1.7,1.6,0.7,0.9,0.4,8.2,13.3,6.5,4.9,3.3,2,0,6,6,0,25.6,27.1,25.2,25.4,23.3,5.4,7.1,2.6,3.0,1.9,2,5,6,6,4,1003.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.4,16.2,16.1,17.7,13.0,1.0,10.5,10.0,12.5,11.5
99156be5,23.5,22.5,20.4,23.1,18.6,2.7,2.6,0.9,1.2,0.7,10.2,10.4,7.0,6.9,8.1,3,4,6,6,4,29.8,30.1,27.3,29.9,25.2,7.6,6.1,2.7,3.5,3.0,3,2,6,6,4,1002.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.8,17.7,16.2,17.9,13.0,0.0,0.0,0.0,0.0,0.0
991e2adf,18.0,17.0,16.5,18.7,14.8,1.8,1.4,0.6,1.2,0.3,10.3,8.5,3.4,6.3,4.1,6,6,6,6,4,23.6,23.7,21.1,24.8,19.4,5.7,5.5,1.5,3.6,2.2,6,6,2,6,4,1016.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.1,12.0,13.8,16.0,12.4,2.0,1.5,3.5,11.5,6.5
99bd78b1,21.2,20.8,19.6,21.3,17.1,1.5,1.2,1.0,1.3,0.6,7.2,8.6,6.4,6.0,4.8,6,6,6,6,4,26.9,29.8,27.0,28.6,24.2,4.8,5.0,2.6,3.4,2.2,6,6,6,6,4,1022.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.1,14.2,14.9,15.6,11.4,0.0,0.0,0.0,0.0,0.0
9a5b0194,4.3,3.7,2.1,4.2,1.2,1.1,1.2,1.1,0.6,0.8,5.9,4.5,5.1,4.8,3.7,1,3,5,6,3,12.4,12.2,10.6,13.0,9.8,3.5,2.7,2.1,3.0,2.2,1,3,5,6,4,1024.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.5,-2.3,-1.4,-0.4,-4.8,0.0,0.0,0.0,0.0,0.0
9b35f308,18.5,17.8,16.0,18.7,15.0,3.1,3.0,1.0,1.6,1.2,14.7,16.9,7.0,8.2,11.2,6,4,6,0,7,26.7,26.1,22.6,26.5,22.2,9.5,8.2,2.9,4.7,3.7,3,4,6,6,4,1000.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.5,12.8,12.3,14.2,10.6,0.0,1.5,0.0,0.0,0.0
9b5fd9f0,8.8,6.5,6.6,9.0,5.3,2.6,3.7,0.8,1.2,0.8,10.3,13.6,6.0,8.3,10.2,0,2,6,6,7,14.7,11.7,13.2,15.4,12.4,6.0,8.0,2.4,4.7,3.4,2,2,6,6,3,1007.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.4,1.7,1.4,4.2,-2.0,14.0,16.5,17.5,13.0,23.0
9bda8224,7.8,7.6,7.5,8.4,4.3,1.3,2.2,1.0,1.2,0.7,7.2,15.7,7.8,6.6,5.6,5,1,6,6,4,13.2,13.9,13.1,14.3,11.2,4.8,7.8,2.5,4.2,2.1,5,1,6,6,3,1003.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.7,1.8,2.7,3.6,-0.6,6.5,5.0,5.5,6.5,6.0
9cea1212,14.3,12.4,13.1,15.3,10.3,2.6,3.9,0.9,1.2,0.7,12.8,11.7,5.7,6.7,6.3,2,1,0,6,4,18.5,18.5,17.5,18.8,15.5,7.2,7.3,2.2,3.6,2.9,2,2,2,6,4,1007.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.0,7.0,6.4,10.1,2.6,2.0,10.0,7.5,2.5,5.0
9d1c869c,22.7,21.6,20.5,22.7,17.7,2.8,1.8,1.3,2.0,1.0,12.0,9.7,6.8,8.5,8.0,6,6,6,6,3,30.0,29.6,28.7,31.0,26.2,6.9,5.1,2.8,5.1,3.2,7,4,6,6,5,1000.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.0,14.3,14.7,15.6,11.0,0.0,0.0,0.0,0.0,0.0
9dadd2af,4.0,1010.2162544169602,3.7,4.0,1.4,0.9,1010.2162544169602,1.2,0.5,0.8,4.0,1010.2162544169602,6.3,3.3,4.0,3,5,3,5,4,12.6,1010.2162544169602,11.7,13.4,11.1,3.1,1010.2162544169602,2.5,2.3,2.0,3,5,2,6,4,1021.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.2,1010.2162544169602,-0.4,-1.3,-3.3,0.0,1010.2162544169602,0.0,0.0,0.0
9e3d5fee,3.8,2.0,1.0,4.3,0.3,2.1,1.6,0.5,1.0,0.7,9.4,8.1,4.4,6.2,6.9,6,2,6,0,6,6.2,6.8,5.5,8.8,3.1,7.3,5.2,1.6,3.4,2.7,7,2,6,6,3,1023.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.1,-1.7,-2.3,0.8,-3.1,0.0,0.0,0.0,0.0,0.0
9f4de4a0,23.8,22.8,21.9,23.1,20.0,2.0,2.5,0.3,0.8,0.5,7.8,10.0,2.5,2.9,5.3,6,6,6,6,6,26.8,25.2,25.2,27.3,23.8,4.3,5.2,1.3,1.9,1.5,6,6,0,2,1,1010.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.1,20.8,20.6,20.6,17.5,7.0,5.5,17.0,1.5,2.5
9fd132a1,20.0,18.9,17.8,20.1,15.8,1.5,1.9,1.1,1.2,0.7,7.8,8.6,4.8,6.4,4.6,2,2,3,6,4,27.2,25.4,24.7,29.2,24.5,4.7,5.5,2.1,3.8,2.5,2,2,6,6,4,1015.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.9,13.3,13.2,14.3,9.7,0.0,0.0,0.0,0.0,0.0
9fe944fa,17.6,17.2,15.0,18.3,13.4,2.0,1.9,1.2,2.1,0.8,9.7,8.9,5.7,8.8,7.2,4,6,7,6,3,26.4,26.2,25.8,27.4,23.3,5.8,5.0,2.6,5.8,2.4,4,6,6,2,4,1009.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.4,9.2,9.2,10.0,5.0,0.0,0.0,1.0,0.0,0.0
a062204d,0.4,-1.3,-1.7,0.3,-4.5,4.9,2.9,0.9,1.3,1.8,16.0,18.0,7.4,9.7,13.7,7,3,6,6,1,5.2,3.9,3.9,6.7,0.3,10.4,8.6,3.1,4.3,4.9,7,3,6,6,3,1016.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.6,-5.5,-5.3,-4.4,-8.6,0.0,0.0,0.0,0.0,0.0
a068001c,12.1,12.1,11.5,12.5,8.9,1.4,1.0,0.7,0.9,0.6,6.4,5.3,5.4,5.0,4.3,3,4,1,6,6,16.4,15.5,15.4,16.2,15.0,4.8,3.2,1.9,3.0,1.6,3,5,2,7,5,1010.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.1,9.2,8.0,9.3,4.2,3.5,3.0,2.5,5.5,5.0
a19fd81b,24.5,23.7,22.6,23.4,20.0,1.5,1.5,0.9,1.0,0.6,6.3,7.5,5.3,3.7,5.3,1,1,6,6,4,30.5,30.1,28.9,29.3,26.5,4.8,4.6,2.4,2.2,1.9,3,2,6,6,3,1008.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.2,18.7,18.0,18.6,14.9,0.0,0.0,0.0,0.0,0.0
a1b1e760,14.5,13.9,14.2,15.2,11.5,2.2,2.8,1.1,0.9,0.9,14.2,9.3,7.1,8.1,5.6,2,2,0,2,4,19.4,18.1,20.6,21.2,15.9,8.8,5.7,2.6,3.7,2.9,2,2,5,2,4,1009.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.1,10.8,11.4,13.0,7.8,44.0,45.5,32.5,34.0,52.5
a27f33ea,6.4,5.7,4.2,6.4,2.7,2.0,2.4,0.5,0.6,0.3,8.6,12.3,4.8,3.9,4.6,6,6,6,6,4,10.5,10.4,8.5,10.0,6.4,6.3,7.5,1.9,2.4,1.4,6,6,6,6,4,1014.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.2,1.2,-0.4,3.5,-0.9,3.0,0.5,1.0,5.5,3.5
a34f926f,13.0,12.5,12.4,13.6,10.5,2.3,3.3,0.9,0.9,0.4,9.0,10.3,7.7,6.1,4.2,6,1,0,6,5,13.8,14.8,13.5,14.5,11.7,6.0,6.4,2.7,3.1,1.8,6,1,0,6,4,1008.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.6,10.9,10.9,12.7,8.2,39.5,32.5,55.5,41.0,57.5
a3f48972,13.5,12.1,12.7,14.4,9.6,1.8,1.5,1.3,1.7,0.8,10.3,7.1,6.5,8.5,6.2,4,1,6,6,6,22.1,21.4,20.8,22.9,18.8,6.4,4.0,3.2,4.7,2.6,4,2,6,6,4,1015.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.7,2.4,5.3,6.2,1.6,0.0,0.0,0.0,0.0,0.0
a4effb86,11.4,10.7,10.1,11.7,7.2,2.9,3.2,1.4,1.7,1.1,11.6,12.3,7.5,8.1,7.6,4,6,6,6,5,20.4,20.3,19.1,20.9,16.9,7.4,6.8,3.3,4.5,3.3,4,4,6,6,6,1018.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.5,0.0,2.1,3.4,-1.3,0.0,0.0,0.0,0.0,0.0
a620760b,9.4,7.5,7.4,9.2,4.6,2.5,3.4,1.1,1.2,1.2,13.3,12.6,7.1,9.1,10.0,7,7,5,6,7,17.9,15.9,16.2,18.6,12.6,8.3,7.6,2.0,4.4,3.7,7,2,0,6,7,1015.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.8,1.1,1.6,2.7,-2.9,0.0,0.0,0.0,0.0,0.0
a9843ce6,23.9,24.3,22.2,24.1,20.1,1.5,1.6,0.7,1.1,0.4,5.8,10.8,4.5,6.3,3.1,4,6,2,6,1,27.6,30.5,27.2,29.1,23.4,4.1,6.3,1.8,3.4,1.5,3,6,2,6,4,1013.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.8,21.5,20.0,21.1,17.7,0.5,0.0,11.5,1.0,4.5
a98b7db3,19.1,18.5,17.4,19.7,15.6,2.1,2.2,0.9,1.6,0.7,13.1,11.3,5.6,7.8,7.0,4,4,6,6,6,25.6,24.1,22.7,26.8,23.0,6.9,5.8,2.1,4.9,2.5,4,4,6,6,3,1003.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.3,13.7,12.9,15.1,10.1,4.5,3.0,3.5,4.0,6.0
