date,label,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
4a8350f9,2,16.3,14.4,14.1,17.1,12.6,1.9,3.7,1.0,1.1,0.7,7.9,11.3,5.3,6.3,6.8,3,2,6,6,4,21.9,20.2,21.8,23.8,17.8,5.7,6.7,2.0,3.4,2.7,3,2,6,6,4,1017.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.3,10.7,10.4,13.9,8.5,0.0,0.0,0.0,0.0,0.0
4aebb70a,1,16.6,16.2,15.6,17.2,13.0,2.2,1.7,0.9,1.7,0.6,10.0,10.3,6.4,9.1,6.4,6,4,7,6,6,24.2,24.8,23.3,24.9,19.9,6.3,5.5,2.8,4.7,2.8,6,6,6,6,4,1010.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.6,10.1,9.6,11.5,7.8,0.0,7.0,0.5,0.0,0.0
4b394f11,1,16.0,14.7,13.8,15.2,12.4,2.4,3.1,0.7,0.9,0.4,7.4,14.3,4.5,3.6,3.7,7,4,1,6,1,20.6,21.2,19.5,20.5,17.4,5.1,7.6,1.6,2.1,1.7,7,4,6,6,1,1015.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.9,8.1,10.7,11.8,8.7,1.0,0.0,2.5,0.0,2.0
4ca7e723,2,15.4,14.3,15.2,16.4,13.5,1.2,1.9,0.9,1.0,0.3,6.5,6.6,5.6,6.4,2.5,0,2,3,6,7,18.3,16.6,17.9,20.3,16.3,3.0,3.8,1.8,3.3,1.1,0,1,3,6,4,1017.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.0,12.8,13.1,14.4,11.2,2.0,6.5,10.0,1.0,3.0
4d19c1b0,2,20.5,18.9,18.0,19.3,15.3,2.5,2.3,1.2,1.0,0.9,12.7,8.3,6.7,4.6,5.0,6,2,6,6,3,28.8,27.7,26.8,29.6,24.0,7.0,4.9,2.6,2.7,2.1,7,2,6,6,3,1002.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.6,13.2,12.3,13.7,9.9,0.0,0.0,0.0,0.0,0.0
4da3c71e,2,8.5,7.8,7.2,8.4,4.8,1.1,1.2,1.1,0.8,0.9,5.8,5.6,6.7,3.7,4.6,1,1,3,6,2,18.0,18.3,17.0,18.0,17.1,4.1,3.6,2.2,2.3,2.2,1,2,2,6,4,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.7,1.2,2.0,2.9,-1.7,0.0,0.0,0.0,0.0,0.0
4dd3a8da,2,22.5,22.8,20.8,22.5,18.9,1.6,1.5,0.6,1.0,0.5,7.8,9.1,6.9,6.3,6.5,0,6,6,6,5,28.5,29.0,26.5,29.3,25.1,5.4,5.1,2.4,3.6,2.1,0,6,6,6,6,1016.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.2,19.1,18.2,19.5,15.2,3.5,0.0,2.5,4.0,4.0
4e055d8d,2,12.6,11.5,10.7,12.0,7.9,1.7,1.1,1.0,0.9,0.8,9.1,7.4,5.5,5.8,3.8,3,4,6,6,1,21.1,19.2,18.2,19.9,16.5,5.4,4.1,2.0,3.6,2.2,7,6,6,6,4,1014.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.4,6.0,7.1,7.7,2.9,0.0,0.0,0.0,0.0,0.5
4e1f0b16,2,24.3,19.6,20.8,23.7,19.4,4.1,0.9,0.8,1.2,0.8,11.7,5.6,5.2,5.6,6.9,6,5,6,6,3,30.3,25.0,28.1,31.4,26.2,8.6,3.0,2.0,3.1,2.7,7,5,6,6,3,1005.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.1,16.9,16.1,18.5,14.1,0.0,0.0,0.0,0.0,0.5
50ee5b5f,1,8.3,7.9,5.8,7.9,5.1,2.7,3.8,0.6,1.0,1.2,11.4,19.8,4.4,7.9,7.6,7,5,0,6,3,14.8,15.5,11.0,15.3,13.1,8.0,11.9,1.8,3.7,2.8,3,5,0,6,3,1011.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.8,-0.6,0.6,1.2,-1.8,2.5,0.0,7.0,0.5,6.0
51b8c624,2,27.6,26.3,26.0,27.5,22.5,2.3,2.2,0.8,1.4,0.5,10.4,13.3,6.7,7.1,4.5,6,4,6,6,3,35.4,33.8,34.1,36.3,30.8,6.9,7.0,2.6,4.2,2.1,4,4,6,6,1,1011.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.1,20.4,21.1,21.0,17.5,0.0,0.0,0.0,0.0,0.0
51f7fd6b,2,6.8,7.0,4.2,7.9,2.6,5.5,3.5,1.2,2.3,2.2,19.1,19.1,7.9,9.4,15.2,6,6,6,2,3,12.8,12.1,11.5,11.5,10.8,11.3,9.1,2.7,5.0,4.8,7,6,6,2,3,998.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.9,0.0,-0.7,4.2,-2.4,1.0,1.0,5.0,2.0,0.5
5229294b,1,16.3,15.8,14.5,15.3,13.2,3.5,4.3,0.7,1.0,1.1,12.1,14.0,7.3,4.6,14.8,4,6,6,2,1,18.4,18.0,17.5,17.8,16.0,7.5,8.4,2.1,2.4,3.8,6,6,7,2,3,1006.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.5,12.2,11.2,12.9,8.7,12.0,10.0,20.0,30.5,48.0
526a5b91,1,18.5,17.2,17.3,18.3,15.3,1.6,2.3,1.0,0.9,0.4,6.8,7.4,5.3,6.6,2.6,6,2,6,6,3,22.9,23.0,22.5,22.4,19.7,5.1,4.8,2.2,3.6,1.7,6,2,6,6,4,1003.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.5,14.6,15.0,16.3,13.0,2.5,1.0,0.5,1.5,0.5
52791d04,2,25.7,24.8,23.9,25.2,22.1,4.0,5.1,0.6,1.8,1.1,13.4,17.2,12.0,13.7,11.0,6,4,2,3,4,29.4,29.5,27.8,30.0,26.6,6.9,8.3,2.7,6.7,3.3,6,4,6,3,5,994.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.6,22.7,22.5,23.1,19.5,35.5,43.0,77.5,45.0,62.5
52ac45cd,1,25.6,24.4,23.4,25.0,21.0,1.8,1.3,1.0,1.5,0.7,8.0,5.3,5.6,7.3,4.0,4,4,6,6,4,32.9,31.9,31.4,33.9,29.1,5.4,3.4,2.3,4.2,1.6,4,2,6,6,4,1009.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.4,19.1,17.5,17.8,15.2,0.0,0.0,0.0,0.0,0.0
53bc7ded,2,6.8,6.3,7.3,7.5,4.4,1.2,1.0,1.1,0.9,0.4,4.5,6.4,10.0,7.3,3.5,2,5,6,6,2,11.5,12.6,14.1,12.7,10.7,3.2,3.5,3.1,4.0,1.4,3,6,6,6,5,1020.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.7,1.8,3.8,2.6,-0.4,12.0,5.5,10.5,12.5,19.0
54864238,1,17.4,16.8,16.3,17.6,14.7,1.3,1.1,1.0,0.9,0.5,5.1,7.3,5.5,5.7,3.6,7,4,2,5,6,20.1,19.8,18.0,20.4,17.3,3.5,4.4,1.8,2.7,1.6,7,5,1,0,4,999.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.0,15.2,15.2,16.4,12.3,40.0,32.0,36.0,43.0,64.5
54ff8bb2,2,19.8,18.4,18.3,18.8,16.4,4.5,2.6,1.0,1.3,0.9,12.8,13.4,9.6,5.3,7.2,6,4,6,2,1,21.9,21.9,20.8,20.6,20.3,8.2,7.1,3.5,3.0,3.2,6,5,6,2,1,995.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.7,16.1,16.0,16.5,13.2,37.0,42.5,48.5,28.0,83.0
5522943d,2,1.1,-0.2,-1.6,0.5,-4.2,3.8,2.0,0.5,1.2,0.7,12.4,11.2,3.7,9.3,8.2,6,4,6,0,7,5.4,6.0,0.3,7.2,0.9,8.9,6.2,1.7,4.9,3.2,6,6,6,2,3,1021.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.1,-5.5,-3.7,-3.9,-8.3,0.0,0.0,5.0,0.0,0.0
559e5b66,0,14.2,11.1,12.4,14.4,12.7,2.5,3.8,0.6,1.2,0.7,10.1,13.5,4.7,8.5,6.0,7,2,6,6,5,20.4,15.5,17.0,21.5,18.1,7.6,7.8,1.9,4.3,3.1,7,6,6,6,4,1008.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.5,4.3,7.4,8.0,4.4,17.0,22.5,26.0,12.5,21.5
55dffa70,2,9.9,7.8,7.6,10.1,6.5,1.9,1.5,1.0,0.8,0.8,9.9,10.4,4.4,3.8,7.1,7,6,1,6,7,17.4,17.3,14.8,17.0,15.5,7.6,6.3,2.0,2.2,2.9,7,6,2,6,3,1018.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.7,1.3,4.2,5.4,1.5,0.0,0.0,0.0,0.0,0.0
56d39989,2,12.8,12.6,11.2,12.1,8.4,1.5,1.2,0.8,0.8,0.7,7.6,4.8,4.6,5.3,6.9,7,4,6,6,3,19.3,19.2,18.3,19.7,16.7,4.7,2.7,1.6,2.9,2.2,3,4,6,6,4,1015.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.6,8.9,7.2,7.8,3.4,0.0,0.0,0.0,0.0,0.0
575ffeaf,2,24.6,23.5,23.4,25.3,20.5,2.2,4.2,1.2,1.4,0.8,9.5,13.7,5.8,6.6,5.3,0,2,6,6,4,31.6,29.4,31.4,34.8,28.5,6.3,8.5,2.1,4.0,2.6,2,2,1,6,4,997.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.2,19.2,18.4,19.9,15.5,0.0,0.0,0.0,0.0,0.0
583750f5,0,10.1,9.4,9.3,9.9,6.7,2.0,1.7,0.9,1.1,0.6,9.8,9.3,7.1,7.4,6.3,6,6,6,6,0,16.6,14.1,15.3,17.4,12.2,6.5,5.4,2.5,4.6,2.1,4,6,6,6,3,1022.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.5,3.1,4.6,4.3,0.6,0.0,0.0,0.0,0.0,0.0
58760d22,2,25.5,24.8,23.5,25.2,21.3,2.6,1.4,0.9,1.4,0.6,11.7,7.9,6.6,6.7,5.9,7,2,6,6,6,32.6,32.1,31.3,33.8,29.1,7.7,4.4,2.5,3.9,2.3,7,2,6,6,4,1000.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.5,20.1,19.2,19.8,16.3,0.0,1.5,0.0,0.5,0.0
5879d43f,0,10.0,9.0,9.1,10.3,6.4,2.6,2.7,1.4,1.6,0.9,11.7,12.9,7.6,7.8,7.2,4,6,6,6,6,19.1,19.0,17.7,18.7,15.5,7.2,6.7,3.0,4.6,3.1,4,4,6,6,6,1018.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.2,-0.2,1.4,1.5,-2.8,0.0,0.0,0.0,0.0,0.0
593eb286,2,13.4,12.9,11.9,13.5,8.6,3.2,3.5,1.5,1.8,1.1,15.3,13.3,9.2,9.3,9.8,4,6,7,6,6,23.5,22.8,21.2,23.2,19.4,9.3,7.7,3.6,5.0,4.1,3,4,6,6,4,1009.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.5,4.5,4.2,5.4,-0.3,0.0,0.0,0.0,0.0,0.0
59f673cf,1,7.8,7.1,7.5,8.6,5.3,1.7,1.6,0.6,0.7,0.4,7.7,8.1,4.6,3.8,5.2,6,6,7,6,3,13.0,12.2,11.0,12.2,8.5,4.4,5.9,1.9,2.2,1.6,6,6,6,6,3,1018.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.4,2.7,4.9,5.3,2.5,1.0,0.0,2.0,1.5,2.0
5a0cf267,1,22.0,21.2,20.7,21.6,17.2,2.3,4.6,0.8,1.1,0.7,9.6,12.6,5.6,6.0,4.8,0,1,6,7,4,28.5,26.8,28.3,29.1,24.5,6.2,6.7,2.1,3.3,2.8,2,1,6,6,4,1007.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.1,18.0,17.1,17.6,14.0,0.0,0.0,0.0,0.0,0.0
5a3cc65f,2,26.8,25.3,23.5,26.4,22.0,2.6,2.0,0.6,1.3,0.6,9.1,10.5,4.7,5.3,5.3,7,6,7,6,4,32.6,31.6,30.2,34.1,28.8,5.8,5.7,2.1,3.2,2.2,3,6,6,6,5,1006.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.4,20.6,20.5,21.6,17.2,0.0,0.0,16.0,0.0,0.0
5aac74a9,1,20.5,20.4,18.2,20.1,15.5,1.8,1.3,0.8,1.3,0.6,8.2,8.5,5.5,7.5,4.0,3,4,6,6,4,28.3,26.8,25.4,28.2,23.1,5.7,4.8,2.2,4.2,2.0,6,4,6,6,4,1010.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.4,15.9,14.5,14.9,10.5,0.0,0.0,0.0,0.0,0.0
5ab3503b,2,21.8,20.8,20.5,21.8,18.1,2.4,1.6,0.7,1.5,0.5,8.3,8.5,6.0,6.7,5.8,6,2,6,6,4,28.3,27.6,26.3,27.5,23.9,5.9,5.0,2.5,3.9,2.5,6,2,6,6,4,1004.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.8,17.7,17.9,19.1,15.9,0.0,8.0,2.5,0.0,0.5
5bfafa13,2,25.7,26.1,23.6,25.8,21.6,2.1,1.6,1.0,1.6,0.7,15.7,7.6,6.7,8.6,6.5,3,6,6,7,3,33.7,33.7,31.3,32.4,28.7,8.5,5.1,2.8,4.3,2.9,3,0,6,6,3,1006.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.8,21.8,20.3,21.5,17.2,12.5,0.0,1.0,0.0,3.5
5cda6df4,0,22.8,21.6,22.0,21.9,20.8,3.6,3.2,0.8,1.0,2.0,9.1,12.0,6.3,5.2,12.4,6,4,6,2,3,24.0,22.7,22.8,23.5,21.8,6.9,6.6,2.0,3.1,4.7,6,6,6,2,1,1004.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.0,19.8,21.3,20.1,18.7,144.0,142.5,187.5,84.0,143.0
5d803709,2,14.5,13.9,14.2,15.7,11.1,2.2,2.4,1.4,1.7,0.9,13.9,12.6,10.0,10.9,7.8,7,6,6,6,3,20.6,21.7,21.7,22.4,17.9,9.1,7.4,3.9,5.2,2.9,3,6,6,6,6,1007.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.8,9.2,7.9,10.5,6.0,5.5,6.0,12.0,3.5,7.5
5e556052,2,25.5,24.5,23.2,24.7,21.0,3.5,1.9,0.8,0.9,0.6,13.7,8.1,6.8,5.2,6.8,7,6,7,2,6,32.1,31.1,30.0,31.9,26.9,9.2,4.8,2.1,2.4,2.2,3,6,6,2,3,1007.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.0,20.1,19.1,20.5,15.6,10.0,16.5,8.5,4.0,7.5
5f5aae65,2,8.5,7.9,7.0,9.0,4.8,2.0,1.5,0.8,1.1,0.8,9.9,6.3,6.8,4.8,5.7,7,6,2,6,6,14.3,14.0,12.8,16.1,13.0,6.9,4.2,2.1,2.9,2.5,7,6,2,6,3,1016.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.0,2.7,2.5,4.5,-0.8,0.0,0.0,0.5,0.0,1.0
5ff1137c,1,9.4,8.9,7.9,9.9,5.9,2.2,2.9,1.2,1.8,0.8,12.1,11.1,6.7,7.4,7.0,5,4,6,6,7,18.2,18.5,16.7,18.3,15.2,7.1,6.0,3.2,4.1,2.6,4,6,6,6,4,1017.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.5,-0.4,-0.9,0.8,-3.4,0.0,0.0,0.0,0.0,0.0
60a9509d,1,22.2,22.6,20.5,21.6,18.5,2.5,2.0,0.6,1.2,0.5,10.7,9.7,4.7,7.6,6.0,5,6,6,6,6,27.9,28.7,25.6,26.4,24.2,7.5,6.3,1.9,4.2,2.6,4,6,6,6,4,1003.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.2,19.1,17.8,19.6,15.7,4.0,0.0,6.0,4.5,1.0
60d681c1,2,16.2,14.1,15.0,17.4,11.9,2.4,4.6,1.0,1.6,0.7,9.9,12.4,6.2,6.8,4.5,0,2,3,6,4,21.2,18.6,22.0,24.0,18.8,6.1,7.4,2.3,4.0,2.3,0,2,6,6,4,1015.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.2,10.2,10.2,13.0,6.2,0.0,0.0,0.0,0.0,0.0
61190312,2,11.0,9.8,10.4,12.0,8.6,1.2,1.8,0.6,0.9,0.3,3.7,6.8,3.5,4.4,3.4,6,1,1,6,7,13.6,12.8,11.9,14.8,10.7,2.7,3.7,1.4,2.4,1.3,6,1,0,6,7,1018.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.2,8.5,8.3,10.9,7.5,27.0,33.5,29.0,20.5,25.0
616ea631,0,21.2,21.1,20.8,21.0,18.3,1.3,1.2,0.5,0.6,0.2,5.9,7.1,4.4,2.7,1.8,6,5,6,6,4,23.6,25.4,23.9,22.5,19.7,4.6,3.7,2.0,2.0,1.1,6,4,6,2,4,1014.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.0,18.8,19.3,19.5,17.1,9.0,4.5,14.5,13.5,17.5
6261c0cb,2,21.1,21.2,20.5,21.8,16.6,2.5,1.9,1.0,1.7,0.7,11.3,11.9,7.0,7.5,5.8,6,6,6,4,4,28.4,29.9,27.5,29.0,25.0,7.6,6.4,2.9,4.1,2.6,4,6,6,6,6,1007.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.1,14.5,16.2,16.1,9.9,0.0,0.0,0.0,0.0,0.0
6263d499,2,8.3,7.1,6.8,9.2,4.9,2.9,2.7,1.4,1.5,1.8,17.3,13.2,10.0,10.0,14.5,6,3,6,6,3,17.4,16.2,17.0,18.6,13.7,11.1,7.7,3.5,4.5,5.3,7,2,6,6,3,1012.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.7,-1.2,0.6,1.1,-1.8,0.0,0.0,0.0,0.0,0.0
62c2b712,2,3.0,2.6,2.2,3.1,0.1,1.4,2.9,0.8,0.8,0.8,7.6,9.5,4.8,5.2,5.1,2,2,6,6,4,9.3,7.9,8.7,10.2,7.2,4.1,5.7,2.0,3.2,3.1,2,1,6,6,4,1022.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.5,-2.6,-2.6,-0.5,-3.0,0.0,0.0,0.0,0.0,0.0
6362c9bf,1,20.7,19.7,19.2,20.6,17.0,2.7,2.0,1.0,1.5,0.7,10.3,9.0,7.1,7.0,6.7,3,6,6,6,4,27.0,26.6,26.0,28.9,23.7,7.3,4.9,2.6,4.4,2.3,3,6,6,6,4,1011.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.2,13.4,14.5,15.3,12.3,0.0,0.0,0.0,0.0,0.0
6407b112,1,19.8,19.0,18.3,20.3,15.9,1.9,1.1,1.0,1.3,0.6,10.8,8.1,8.3,8.2,4.8,6,3,2,6,3,25.7,25.3,25.8,27.2,21.9,6.7,4.3,3.3,5.0,2.1,4,6,2,6,3,1006.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.7,15.9,15.3,17.1,12.7,2.5,8.5,4.5,7.0,15.0
64219274,0,10.7,10.1,9.2,10.8,7.5,2.5,1.7,1.5,1.4,1.0,14.1,8.6,7.3,7.3,7.6,3,6,6,6,3,22.3,21.7,19.6,22.9,18.1,9.4,5.0,3.1,4.2,3.5,7,6,6,6,3,1015.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.5,-0.2,1.0,1.6,-2.0,0.0,0.0,0.0,0.0,0.0
64ef4c76,1,6.6,5.4,6.0,7.5,3.3,2.2,3.9,1.0,1.7,0.5,6.8,11.0,6.9,6.7,5.2,6,4,6,6,4,11.9,12.5,11.8,12.3,6.8,4.8,6.6,3.4,3.6,2.0,6,4,6,6,6,1021.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.5,0.4,1.3,4.4,0.2,1.0,1.0,4.0,0.5,1.5
65af860c,2,17.7,17.0,14.9,17.4,12.3,4.2,3.4,1.3,1.6,1.2,16.5,12.8,8.6,8.4,9.0,3,6,6,6,3,25.0,25.9,23.6,27.0,21.3,11.4,7.8,3.2,5.2,4.0,3,6,6,6,3,1010.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.0,7.6,6.5,9.0,3.2,0.0,0.0,0.0,0.0,0.0
66706800,2,13.1,11.8,11.4,13.1,9.8,3.8,2.0,0.9,1.1,0.8,12.5,11.0,9.9,6.1,5.8,6,6,1,2,7,16.6,15.2,14.1,16.5,14.4,8.9,7.0,2.8,3.0,2.0,6,6,6,2,5,1005.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.3,9.4,8.4,9.7,5.4,15.5,15.5,15.5,18.5,25.5
66efd029,2,19.8,19.0,18.1,19.7,15.6,1.6,1.3,0.9,1.2,0.6,7.6,8.4,6.2,5.5,4.8,3,4,6,6,4,27.7,27.2,25.4,27.8,23.3,5.4,4.7,2.2,3.0,1.9,6,5,6,6,3,1006.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.8,13.6,14.2,15.7,10.8,0.0,0.0,0.0,0.0,0.0
67bb94af,1,12.3,11.2,10.9,12.5,8.7,2.1,2.6,0.9,1.0,0.5,7.9,11.1,5.3,7.7,5.2,6,4,6,3,3,16.2,15.1,16.7,17.7,12.8,5.0,5.4,2.1,4.1,2.3,6,4,7,7,3,1017.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.6,6.0,6.4,8.4,4.7,2.5,0.0,0.5,1.0,6.0
67bfead3,2,8.7,9.3,7.3,9.3,4.0,5.6,5.2,1.3,1.9,1.8,19.5,16.0,11.1,12.7,11.8,3,6,6,6,3,13.6,14.5,12.1,15.2,8.6,13.3,10.2,4.3,5.7,4.6,7,6,6,6,3,1003.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.0,4.6,0.7,3.2,-1.9,0.0,0.0,0.0,0.0,0.0
67ff0179,1,18.3,17.6,17.1,18.2,14.9,2.5,2.9,1.4,1.9,1.0,10.8,11.5,7.6,9.0,8.0,6,6,6,6,1,26.8,26.5,23.9,26.4,23.4,6.9,6.8,3.2,5.2,3.3,6,6,6,6,3,1010.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.7,10.3,12.0,11.7,8.1,0.0,0.0,0.0,0.0,0.0
681f73fc,2,9.9,9.3,8.6,10.3,5.6,2.5,2.5,1.4,1.8,1.0,16.9,10.1,7.3,8.8,7.0,6,6,6,7,5,19.0,18.9,17.8,19.9,14.9,8.0,6.8,3.4,4.9,3.2,4,6,6,6,5,1026.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.3,0.1,0.9,2.0,-2.4,0.0,0.0,0.0,0.0,0.0
68347dbb,2,26.4,24.9,23.1,25.9,22.1,1.8,1.6,1.1,1.4,0.7,12.1,13.1,7.5,7.1,8.0,5,0,6,4,4,33.5,34.2,32.4,34.4,28.8,6.6,6.7,2.7,4.0,3.4,0,0,6,6,4,1008.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.8,20.2,18.0,22.5,18.5,2.0,0.0,1.5,5.5,0.5
68de3347,2,17.9,17.5,15.5,18.1,14.0,4.0,2.9,0.8,1.4,1.0,14.3,11.6,4.7,9.8,8.0,7,3,6,6,7,22.6,23.2,21.0,24.6,19.3,10.4,7.0,2.1,4.5,3.2,3,3,6,6,3,1001.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.1,11.4,7.9,12.2,5.3,6.0,5.0,21.5,4.0,4.5
694fbbab,0,19.5,19.2,18.2,19.9,15.4,2.4,2.4,0.7,1.2,0.6,8.7,9.9,5.2,6.2,6.6,4,4,6,6,4,25.5,24.8,23.7,26.5,21.2,6.3,4.9,2.3,3.5,2.6,6,6,6,6,6,1002.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.0,14.4,14.0,15.9,9.7,0.0,0.0,0.5,0.0,0.5
69d3cf15,2,-0.8,-1.8,-2.8,-0.5,-4.3,1.8,1.2,0.8,0.8,1.0,12.0,6.2,6.3,7.3,8.1,7,4,6,6,3,7.2,6.5,4.4,8.9,3.1,7.2,3.8,2.2,3.3,2.9,7,6,6,6,3,1020.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-7.0,-8.0,-7.3,-6.3,-10.2,0.0,0.0,0.0,0.0,0.0
6a9b7332,1,21.1,20.5,20.2,21.1,18.2,1.4,1.0,0.5,0.7,0.2,4.6,5.8,3.3,3.2,3.7,6,6,6,6,3,24.8,23.2,24.2,25.0,21.6,3.5,3.5,1.7,1.7,1.3,6,6,6,6,4,999.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.9,17.8,17.6,18.4,15.6,18.0,12.0,25.0,24.0,24.5
6a9da564,2,25.2,23.3,22.0,24.0,21.2,2.5,2.6,0.5,1.0,1.0,13.0,10.3,4.7,5.0,10.4,6,6,7,4,3,29.9,26.3,27.4,29.4,26.0,9.0,5.5,1.7,2.7,3.1,6,6,6,6,3,1002.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.3,19.2,20.2,21.1,15.8,4.5,10.0,6.0,2.5,9.5
6aa18082,2,11.9,10.5,10.8,12.5,7.9,1.3,1.1,0.9,1.2,0.8,4.9,6.7,6.1,5.0,4.3,6,4,3,6,7,20.1,18.7,18.4,20.5,17.3,3.3,4.0,1.9,3.1,2.0,6,4,6,6,4,1016.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.8,4.6,5.9,7.3,1.5,0.0,0.0,0.0,0.0,0.0
